cust_code,cust_price_sensitivity,cust_lifestage
CUST0000530406,Mid Market,Young Families
CUST0000268127,Up Market,Young Families
CUST0000272023,Less Affluent,Older Adults
CUST0000300829,Mid Market,Young Adults
CUST0000166295,Up Market,Young Families
CUST0000312428,Mid Market,Older Adults
CUST0000275903,Up Market,Other
CUST0000084849,Up Market,Older Adults
CUST0000259182,Less Affluent,
CUST0000781005,Up Market,Young Adults
CUST0000446741,Mid Market,Young Families
CUST0000893325,Mid Market,Other
CUST0000083700,Less Affluent,Young Families
CUST0000642434,Up Market,Other
CUST0000231774,Mid Market,Pensioners
CUST0000797094,Less Affluent,Young Adults
CUST0000001962,Mid Market,Other
CUST0000602654,Mid Market,Young Families
CUST0000439727,unclassified,Other
CUST0000106420,Less Affluent,Other
CUST0000385012,Less Affluent,Pensioners
CUST0000419849,Less Affluent,Other
CUST0000416207,Up Market,Young Adults
CUST0000398784,Less Affluent,Older Adults
CUST0000319945,Mid Market,Pensioners
CUST0000876191,Up Market,Pensioners
CUST0000896754,Up Market,Other
CUST0000902888,Up Market,Other
CUST0000826107,Mid Market,Young Adults
CUST0000896986,Mid Market,Older Adults
CUST0000885376,Mid Market,Other
CUST0000415655,Up Market,Other
CUST0000145363,Mid Market,Young Adults
CUST0000793310,Less Affluent,Young Families
CUST0000375691,Up Market,Other
CUST0000362478,Up Market,
CUST0000513226,Up Market,
CUST0000761005,Less Affluent,
CUST0000609232,Mid Market,Young Families
CUST0000724208,Mid Market,Other
CUST0000178603,Less Affluent,Young Families
CUST0000570249,Up Market,
CUST0000895836,Up Market,Young Families
CUST0000148783,Mid Market,
CUST0000190174,Less Affluent,
CUST0000466497,Up Market,Other
CUST0000621860,Mid Market,Pensioners
CUST0000081255,Mid Market,Older Adults
CUST0000236697,Mid Market,Other
CUST0000817991,Up Market,Older Adults
CUST0000611134,Mid Market,Young Adults
CUST0000166122,Up Market,Older Adults
CUST0000438192,Mid Market,Older Families
CUST0000253573,Up Market,Older Adults
CUST0000754664,Less Affluent,Other
CUST0000216317,Mid Market,Young Adults
CUST0000622126,Mid Market,
CUST0000557099,unclassified,Young Families
CUST0000467422,Up Market,Young Adults
CUST0000766193,Up Market,
CUST0000080630,Mid Market,Young Families
CUST0000199355,Up Market,Other
CUST0000658739,Mid Market,
CUST0000612371,Up Market,
CUST0000235758,Mid Market,Other
CUST0000003347,Mid Market,Older Adults
CUST0000840360,Mid Market,Other
CUST0000346601,Up Market,Young Families
CUST0000088232,Up Market,Young Adults
CUST0000046097,Mid Market,Other
CUST0000483138,Mid Market,
CUST0000040366,Less Affluent,Young Adults
CUST0000213425,Less Affluent,Other
CUST0000639530,Up Market,Other
CUST0000902490,Up Market,Young Families
CUST0000775212,Mid Market,Other
CUST0000240277,Up Market,Other
CUST0000667131,Less Affluent,Other
CUST0000519024,Up Market,Older Adults
CUST0000092187,Mid Market,Young Adults
CUST0000282214,Up Market,Other
CUST0000568148,Up Market,Older Adults
CUST0000200917,Mid Market,Older Adults
CUST0000550895,Mid Market,Older Adults
CUST0000969123,Mid Market,Older Families
CUST0000316692,Less Affluent,Young Families
CUST0000113788,Less Affluent,Older Adults
CUST0000556279,Up Market,Young Families
CUST0000377973,Less Affluent,
CUST0000742968,Mid Market,Other
CUST0000218237,Up Market,Pensioners
CUST0000305191,Mid Market,Young Families
CUST0000133579,Up Market,Older Families
CUST0000717840,Mid Market,Other
CUST0000814766,Up Market,Older Adults
CUST0000402237,Mid Market,
CUST0000919826,Up Market,Older Adults
CUST0000558202,Mid Market,Other
CUST0000109639,Up Market,Other
CUST0000345094,Mid Market,Young Families
CUST0000654017,Mid Market,Other
CUST0000890414,Less Affluent,Older Adults
CUST0000828166,Mid Market,Young Families
CUST0000669277,Mid Market,Other
CUST0000498770,Less Affluent,Other
CUST0000575954,Mid Market,Young Families
CUST0000545294,Up Market,Other
CUST0000348467,Less Affluent,
CUST0000020571,Mid Market,Young Families
CUST0000807919,Mid Market,Other
CUST0000347503,Up Market,
CUST0000525866,Mid Market,
CUST0000428608,Up Market,Other
CUST0000105652,Mid Market,Other
CUST0000212216,Up Market,
CUST0000760115,Mid Market,Older Families
CUST0000838258,Mid Market,Young Adults
CUST0000933215,Mid Market,Older Adults
CUST0000356605,Mid Market,Young Adults
CUST0000985022,Up Market,Other
CUST0000884200,Less Affluent,Young Adults
CUST0000160456,Less Affluent,Older Families
CUST0000887296,Mid Market,Young Adults
CUST0000150282,Mid Market,Older Adults
CUST0000558339,Mid Market,
CUST0000013075,Up Market,Young Families
CUST0000011068,Less Affluent,Pensioners
CUST0000637084,Mid Market,Other
CUST0000497628,Less Affluent,Other
CUST0000444791,Mid Market,Young Adults
CUST0000917454,Mid Market,Other
CUST0000724424,Less Affluent,Pensioners
CUST0000551617,Up Market,Pensioners
CUST0000329724,Up Market,Other
CUST0000079207,Mid Market,Other
CUST0000176081,unclassified,Other
CUST0000238212,unclassified,Other
CUST0000362601,Up Market,Pensioners
CUST0000595380,Mid Market,Young Families
CUST0000575098,Less Affluent,Other
CUST0000523249,Mid Market,Young Adults
CUST0000823257,Mid Market,Young Adults
CUST0000946821,Mid Market,Young Adults
CUST0000631856,Up Market,Other
CUST0000238956,Less Affluent,Older Families
CUST0000467095,Mid Market,Pensioners
CUST0000861456,Less Affluent,Older Families
CUST0000265367,Less Affluent,Young Adults
CUST0000364760,Less Affluent,
CUST0000197152,Up Market,Older Adults
CUST0000442461,Less Affluent,Young Adults
CUST0000238658,Mid Market,
CUST0000265416,Mid Market,
CUST0000008910,Mid Market,Young Adults
CUST0000160306,Less Affluent,Pensioners
CUST0000701603,Up Market,Young Adults
CUST0000276942,Up Market,Other
CUST0000915470,Mid Market,Young Adults
CUST0000411707,Less Affluent,Other
CUST0000614278,Mid Market,Young Adults
CUST0000263870,Less Affluent,
CUST0000494754,Up Market,Other
CUST0000780958,Mid Market,Pensioners
CUST0000144071,Mid Market,Older Adults
CUST0000759949,Mid Market,Older Adults
CUST0000231364,Mid Market,Other
CUST0000544286,Mid Market,
CUST0000120453,Up Market,Young Adults
CUST0000633407,Mid Market,Young Families
CUST0000030585,Less Affluent,Other
CUST0000576558,Mid Market,Other
CUST0000408901,Up Market,Other
CUST0000831162,Mid Market,Young Families
CUST0000348123,Mid Market,Pensioners
CUST0000558163,Less Affluent,Other
CUST0000813108,Up Market,
CUST0000919512,Less Affluent,Older Families
CUST0000260697,Up Market,
CUST0000179481,Up Market,Other
CUST0000650694,Mid Market,Other
CUST0000662876,Less Affluent,
CUST0000394724,Mid Market,Older Adults
CUST0000732836,Up Market,Young Families
CUST0000566691,Mid Market,Young Adults
CUST0000502858,unclassified,Young Adults
CUST0000038793,Less Affluent,Young Adults
CUST0000603604,Mid Market,Older Adults
CUST0000507681,Mid Market,Young Adults
CUST0000727215,Mid Market,Older Adults
CUST0000156718,Up Market,Young Adults
CUST0000851905,Less Affluent,Young Families
CUST0000527105,Mid Market,Young Families
CUST0000859140,Up Market,Young Families
CUST0000616718,Mid Market,Pensioners
CUST0000783073,Up Market,Older Adults
CUST0000744787,Less Affluent,Older Families
CUST0000096239,Less Affluent,Young Adults
CUST0000517351,Up Market,Young Adults
CUST0000407130,Up Market,Young Families
CUST0000045979,Less Affluent,Other
CUST0000394930,Up Market,Young Adults
CUST0000830529,Less Affluent,Young Families
CUST0000261775,Mid Market,Other
CUST0000935509,Mid Market,Pensioners
CUST0000372856,Less Affluent,Young Adults
CUST0000210083,Mid Market,
CUST0000047027,Up Market,
CUST0000461309,Mid Market,Young Families
CUST0000899340,Mid Market,Young Adults
CUST0000586811,Up Market,Other
CUST0000934795,Up Market,Young Adults
CUST0000967288,Less Affluent,
CUST0000223725,Less Affluent,Pensioners
CUST0000840438,Mid Market,Young Adults
CUST0000829333,Mid Market,Young Adults
CUST0000055829,Less Affluent,Other
CUST0000016376,Up Market,Other
CUST0000169890,Up Market,
CUST0000158354,Mid Market,Older Adults
CUST0000744854,Up Market,Other
CUST0000156208,Up Market,Other
CUST0000174543,Mid Market,Pensioners
CUST0000805881,Mid Market,Young Families
CUST0000713874,Mid Market,
CUST0000400898,Less Affluent,Other
CUST0000699414,Mid Market,Pensioners
CUST0000214363,Up Market,Older Adults
CUST0000282917,Less Affluent,Young Families
CUST0000714089,Up Market,Young Adults
CUST0000526506,Less Affluent,Young Adults
CUST0000430659,Up Market,Pensioners
CUST0000874794,Less Affluent,Young Adults
CUST0000832339,Up Market,Other
CUST0000644632,Up Market,Older Adults
CUST0000693014,Up Market,Other
CUST0000205301,Mid Market,Young Families
CUST0000359289,Up Market,Older Adults
CUST0000921321,Less Affluent,Young Adults
CUST0000894063,Mid Market,Other
CUST0000555247,Up Market,Older Adults
CUST0000905114,Up Market,Other
CUST0000542772,Mid Market,Young Adults
CUST0000298951,Mid Market,
CUST0000752715,Mid Market,
CUST0000274139,Less Affluent,
CUST0000502064,Less Affluent,Young Families
CUST0000291884,Less Affluent,Older Families
CUST0000654492,Mid Market,
CUST0000244418,Mid Market,Other
CUST0000209051,Less Affluent,Young Adults
CUST0000460717,Mid Market,Other
CUST0000610595,Mid Market,
CUST0000069011,Mid Market,Older Adults
CUST0000537313,Less Affluent,Other
CUST0000808474,Mid Market,
CUST0000968749,Mid Market,Young Families
CUST0000558717,Mid Market,Other
CUST0000359417,Less Affluent,Young Families
CUST0000088415,Mid Market,Older Families
CUST0000273930,Mid Market,Other
CUST0000231675,Mid Market,Other
CUST0000776068,Mid Market,Young Adults
CUST0000843130,Mid Market,Pensioners
CUST0000031428,Mid Market,Young Adults
CUST0000154091,Mid Market,Other
CUST0000679706,Less Affluent,Young Families
CUST0000376140,Up Market,Young Families
CUST0000658589,Mid Market,Young Adults
CUST0000930504,Up Market,Older Adults
CUST0000836503,Mid Market,Pensioners
CUST0000131635,Mid Market,
CUST0000671085,Mid Market,Older Families
CUST0000365429,Mid Market,Older Adults
CUST0000772608,Mid Market,Pensioners
CUST0000427023,Up Market,
CUST0000127124,Up Market,Pensioners
CUST0000287867,Up Market,
CUST0000955744,Less Affluent,Young Families
CUST0000746359,Mid Market,Older Adults
CUST0000446480,Less Affluent,Young Families
CUST0000698770,Mid Market,Other
CUST0000527535,Up Market,Young Adults
CUST0000033304,Mid Market,Older Adults
CUST0000843677,Up Market,Other
CUST0000262704,Up Market,Other
CUST0000225213,Mid Market,Pensioners
CUST0000598011,Mid Market,
CUST0000003190,Up Market,Older Adults
CUST0000470597,Mid Market,
CUST0000996154,Less Affluent,Other
CUST0000204216,Mid Market,
CUST0000905609,Less Affluent,Other
CUST0000426107,Mid Market,Other
CUST0000449701,Mid Market,Other
CUST0000676446,Up Market,Other
CUST0000778224,Mid Market,Young Families
CUST0000082456,Mid Market,Other
CUST0000759792,Mid Market,Young Adults
CUST0000550948,Mid Market,Young Adults
CUST0000099026,Less Affluent,Other
CUST0000356057,Less Affluent,Other
CUST0000232172,Less Affluent,
CUST0000688872,Mid Market,Other
CUST0000949264,Less Affluent,Older Adults
CUST0000001392,Less Affluent,Other
CUST0000772370,Mid Market,
CUST0000752500,Up Market,Young Families
CUST0000822315,Mid Market,Young Adults
CUST0000112467,Less Affluent,Older Families
CUST0000088073,Mid Market,
CUST0000520373,Less Affluent,Older Adults
CUST0000332030,Less Affluent,Older Families
CUST0000327940,Mid Market,Older Families
CUST0000335542,Less Affluent,Young Families
CUST0000468686,Mid Market,Young Families
CUST0000511779,Mid Market,Young Families
CUST0000730614,Up Market,Pensioners
CUST0000439279,Up Market,Other
CUST0000848021,Mid Market,Other
CUST0000162773,Mid Market,Other
CUST0000265147,Up Market,Young Families
CUST0000519294,Less Affluent,Older Families
CUST0000218587,Mid Market,Older Adults
CUST0000433392,Less Affluent,Older Adults
CUST0000821622,Less Affluent,Young Adults
CUST0000332689,Less Affluent,Older Adults
CUST0000521233,Mid Market,Other
CUST0000864535,Mid Market,Young Families
CUST0000594701,Mid Market,Young Families
CUST0000963329,Less Affluent,Pensioners
CUST0000683554,Mid Market,Young Adults
CUST0000588654,Mid Market,Other
CUST0000737119,Mid Market,Young Families
CUST0000307323,Mid Market,Older Adults
CUST0000397540,Mid Market,Pensioners
CUST0000053659,Mid Market,Young Adults
CUST0000744374,Less Affluent,
CUST0000425522,Up Market,Young Adults
CUST0000029587,Up Market,Young Adults
CUST0000870644,Less Affluent,Other
CUST0000706915,Mid Market,Other
CUST0000366265,Up Market,Pensioners
CUST0000634784,Less Affluent,Older Adults
CUST0000456991,Less Affluent,Other
CUST0000252228,Mid Market,Pensioners
CUST0000242953,Less Affluent,Other
CUST0000225324,Less Affluent,Older Adults
CUST0000623415,Up Market,
CUST0000759771,Mid Market,Older Adults
CUST0000903414,Up Market,Other
CUST0000909540,Up Market,Other
CUST0000435377,Up Market,Young Adults
CUST0000011647,Up Market,Young Families
CUST0000520456,Mid Market,Young Families
CUST0000813604,Less Affluent,Other
CUST0000915965,Up Market,Young Families
CUST0000705251,Up Market,Older Adults
CUST0000267213,Up Market,Young Families
CUST0000043090,Up Market,Other
CUST0000357083,Up Market,Older Families
CUST0000182916,Up Market,Other
CUST0000882972,Mid Market,Other
CUST0000376193,Mid Market,
CUST0000659646,Less Affluent,Other
CUST0000734005,Less Affluent,Young Families
CUST0000707553,Less Affluent,
CUST0000454041,Less Affluent,Other
CUST0000049591,Up Market,Other
CUST0000989488,Up Market,Young Adults
CUST0000221361,Up Market,
CUST0000439615,Mid Market,Other
CUST0000459283,Up Market,Young Adults
CUST0000543889,Less Affluent,Other
CUST0000425882,unclassified,Other
CUST0000665835,Less Affluent,Pensioners
CUST0000529677,Mid Market,Other
CUST0000199346,Less Affluent,Young Adults
CUST0000412928,Less Affluent,Older Adults
CUST0000279958,Less Affluent,Older Adults
CUST0000901719,Mid Market,Young Families
CUST0000788616,Up Market,Young Families
CUST0000338613,Up Market,Other
CUST0000267204,Mid Market,Young Adults
CUST0000615362,Up Market,Young Adults
CUST0000253529,Less Affluent,Older Adults
CUST0000353938,Up Market,Other
CUST0000733209,Less Affluent,Older Adults
CUST0000977551,Less Affluent,Older Families
CUST0000724190,Mid Market,Older Families
CUST0000403640,Up Market,Pensioners
CUST0000149331,Mid Market,Other
CUST0000467493,Mid Market,Other
CUST0000081683,Mid Market,Older Adults
CUST0000195874,Less Affluent,Young Families
CUST0000699276,Mid Market,Other
CUST0000848462,Less Affluent,Older Families
CUST0000467219,Mid Market,Other
CUST0000722982,Up Market,Young Adults
CUST0000680983,Up Market,Other
CUST0000067158,Less Affluent,Other
CUST0000032697,Less Affluent,Other
CUST0000872220,Mid Market,Other
CUST0000984963,Up Market,Other
CUST0000793540,Less Affluent,Other
CUST0000293131,Up Market,Older Adults
CUST0000133938,Up Market,Other
CUST0000125421,Mid Market,Pensioners
CUST0000892723,Up Market,
CUST0000319316,Mid Market,Pensioners
CUST0000446407,Mid Market,Other
CUST0000882989,Mid Market,Young Families
CUST0000924696,Mid Market,Other
CUST0000836007,Up Market,Older Adults
CUST0000365930,Mid Market,Young Families
CUST0000041920,Up Market,Other
CUST0000327293,Less Affluent,Other
CUST0000694372,Mid Market,Other
CUST0000106871,Up Market,Young Families
CUST0000706303,Up Market,Other
CUST0000743676,Less Affluent,Young Families
CUST0000655620,Up Market,Other
CUST0000971991,Up Market,Young Adults
CUST0000603403,Up Market,Other
CUST0000783429,Up Market,Older Adults
CUST0000434868,Mid Market,Young Families
CUST0000655152,unclassified,Other
CUST0000180434,Mid Market,Older Adults
CUST0000115101,Up Market,
CUST0000863873,Up Market,Other
CUST0000358723,Mid Market,Young Adults
CUST0000528846,Less Affluent,Young Families
CUST0000655015,Mid Market,Other
CUST0000173929,Mid Market,Older Adults
CUST0000535362,Mid Market,Other
CUST0000812101,Less Affluent,Older Adults
CUST0000176102,Up Market,Older Adults
CUST0000860648,Mid Market,Other
CUST0000751821,Mid Market,Young Adults
CUST0000003447,Mid Market,Other
CUST0000643072,Up Market,Pensioners
CUST0000474286,Less Affluent,Young Families
CUST0000206035,Up Market,Other
CUST0000692687,Less Affluent,
CUST0000748625,Mid Market,
CUST0000733029,Mid Market,Pensioners
CUST0000638436,Up Market,Young Adults
CUST0000665019,Mid Market,Other
CUST0000037542,Up Market,
CUST0000540703,Up Market,Older Adults
CUST0000097252,Up Market,Other
CUST0000899988,Mid Market,Older Adults
CUST0000690457,Less Affluent,Young Families
CUST0000219808,unclassified,Young Families
CUST0000928411,Mid Market,Other
CUST0000928648,Less Affluent,Young Adults
CUST0000524577,Mid Market,Other
CUST0000513962,Less Affluent,Young Families
CUST0000119198,Mid Market,Other
CUST0000696947,Less Affluent,Other
CUST0000273175,Less Affluent,Other
CUST0000011873,Up Market,Other
CUST0000538370,Mid Market,Other
CUST0000528394,Mid Market,Other
CUST0000149263,Up Market,Other
CUST0000355108,Up Market,Other
CUST0000347842,Mid Market,Pensioners
CUST0000063172,Mid Market,Other
CUST0000993082,Mid Market,Other
CUST0000314931,Less Affluent,Older Adults
CUST0000499553,Less Affluent,Young Adults
CUST0000246937,Mid Market,Young Families
CUST0000997118,Up Market,Other
CUST0000737915,Up Market,Young Families
CUST0000841880,Mid Market,
CUST0000951802,Less Affluent,
CUST0000609421,Mid Market,Other
CUST0000917696,Less Affluent,Older Adults
CUST0000169257,Mid Market,Pensioners
CUST0000068797,Less Affluent,Other
CUST0000557852,Mid Market,Older Adults
CUST0000248288,Up Market,Other
CUST0000595675,Mid Market,Young Adults
CUST0000396498,Up Market,Other
CUST0000267979,Mid Market,Young Adults
CUST0000373826,Mid Market,Young Families
CUST0000221017,Mid Market,Young Families
CUST0000453772,Up Market,Young Adults
CUST0000159862,Mid Market,Other
CUST0000730353,Up Market,Older Adults
CUST0000176004,Up Market,Other
CUST0000512383,Up Market,
CUST0000568930,Mid Market,Young Adults
CUST0000506713,Up Market,Other
CUST0000315693,Mid Market,Young Adults
CUST0000818250,Less Affluent,Older Adults
CUST0000212223,Mid Market,Young Families
CUST0000632050,Up Market,Young Adults
CUST0000041792,Mid Market,Older Families
CUST0000554420,Mid Market,Other
CUST0000014942,Up Market,
CUST0000004287,Up Market,Other
CUST0000519097,Mid Market,Other
CUST0000106540,Less Affluent,Other
CUST0000566259,Up Market,Older Adults
CUST0000239986,Mid Market,Other
CUST0000805089,Up Market,Other
CUST0000672612,Up Market,Older Adults
CUST0000802910,Up Market,Young Families
CUST0000004239,Less Affluent,Other
CUST0000082206,Mid Market,Older Adults
CUST0000134957,Mid Market,Other
CUST0000085396,Mid Market,Young Families
CUST0000167253,Mid Market,Other
CUST0000934065,Mid Market,Young Adults
CUST0000180588,Up Market,Young Families
CUST0000386495,Up Market,Young Families
CUST0000959875,Mid Market,Other
CUST0000212519,Up Market,Older Adults
CUST0000612267,Less Affluent,Older Families
CUST0000249946,Less Affluent,Pensioners
CUST0000104637,Mid Market,
CUST0000038162,Mid Market,Young Adults
CUST0000396745,Mid Market,Other
CUST0000261261,Less Affluent,Pensioners
CUST0000582179,Less Affluent,Young Adults
CUST0000450009,Less Affluent,
CUST0000613502,Mid Market,Other
CUST0000910411,Mid Market,Other
CUST0000528480,Less Affluent,Pensioners
CUST0000425541,Mid Market,Young Adults
CUST0000030521,Less Affluent,
CUST0000792272,Up Market,Young Adults
CUST0000487301,Mid Market,Young Adults
CUST0000679226,Less Affluent,
CUST0000379452,Mid Market,Young Adults
CUST0000309109,Mid Market,
CUST0000137569,Up Market,Young Adults
CUST0000747344,Less Affluent,Pensioners
CUST0000014840,Less Affluent,Young Families
CUST0000986591,Mid Market,Other
CUST0000556820,Mid Market,Young Adults
CUST0000344260,Less Affluent,
CUST0000350599,Mid Market,Pensioners
CUST0000061695,Mid Market,Pensioners
CUST0000026547,Less Affluent,Other
CUST0000918984,Up Market,Pensioners
CUST0000425649,Mid Market,Other
CUST0000992774,Mid Market,
CUST0000143009,Less Affluent,Other
CUST0000760686,unclassified,Young Adults
CUST0000187585,Less Affluent,Other
CUST0000284343,Mid Market,Older Adults
CUST0000085537,Less Affluent,Other
CUST0000279477,Mid Market,Older Adults
CUST0000479371,Mid Market,Young Adults
CUST0000758238,Mid Market,Other
CUST0000140700,Up Market,Other
CUST0000379472,Mid Market,
CUST0000680972,Mid Market,Young Families
CUST0000559360,Mid Market,
CUST0000695418,Mid Market,
CUST0000434228,Up Market,Older Adults
CUST0000884475,Less Affluent,Young Families
CUST0000178509,Less Affluent,Young Adults
CUST0000497929,Mid Market,Pensioners
CUST0000625484,Less Affluent,Other
CUST0000608620,Mid Market,Other
CUST0000092839,Up Market,Young Adults
CUST0000458113,Up Market,Other
CUST0000313976,Mid Market,Other
CUST0000351733,Mid Market,Other
CUST0000681997,Less Affluent,Young Adults
CUST0000398776,Up Market,Other
CUST0000289277,Less Affluent,Young Families
CUST0000888557,unclassified,Young Families
CUST0000107301,Mid Market,Older Adults
CUST0000027873,Up Market,Pensioners
CUST0000725068,Mid Market,Pensioners
CUST0000320257,Mid Market,Older Adults
CUST0000127477,Mid Market,
CUST0000898233,Mid Market,
CUST0000621772,Less Affluent,Older Families
CUST0000346167,Up Market,
CUST0000974546,Mid Market,Other
CUST0000369871,Up Market,Young Families
CUST0000307007,Up Market,Young Families
CUST0000221352,Less Affluent,
CUST0000949044,Up Market,Pensioners
CUST0000222195,Up Market,Older Adults
CUST0000873567,Mid Market,Other
CUST0000142485,Less Affluent,Young Adults
CUST0000776226,Up Market,Other
CUST0000076091,Up Market,
CUST0000096570,Up Market,Pensioners
CUST0000289425,Mid Market,Young Families
CUST0000390762,unclassified,
CUST0000915126,Mid Market,
CUST0000707560,Mid Market,Other
CUST0000703444,Mid Market,Other
CUST0000739370,Less Affluent,Young Families
CUST0000384711,Less Affluent,Other
CUST0000728097,Mid Market,Older Adults
CUST0000200864,Up Market,
CUST0000689800,Less Affluent,Other
CUST0000620786,Less Affluent,Other
CUST0000021007,Mid Market,Older Families
CUST0000009422,Up Market,Pensioners
CUST0000045451,Less Affluent,Older Adults
CUST0000605174,Up Market,Older Adults
CUST0000539609,Mid Market,
CUST0000295117,Mid Market,Young Adults
CUST0000569812,Mid Market,Older Families
CUST0000404167,Mid Market,Pensioners
CUST0000491009,Mid Market,Pensioners
CUST0000999786,Mid Market,Other
CUST0000238866,Less Affluent,Young Adults
CUST0000547631,Mid Market,Older Adults
CUST0000325310,Mid Market,Young Families
CUST0000953727,Mid Market,Pensioners
CUST0000280679,Less Affluent,Young Adults
CUST0000652173,Less Affluent,
CUST0000411122,Up Market,Young Families
CUST0000011182,Mid Market,Other
CUST0000132826,Less Affluent,Pensioners
CUST0000110486,Less Affluent,Other
CUST0000635984,Less Affluent,Young Families
CUST0000918256,Less Affluent,Older Adults
CUST0000333947,Mid Market,Older Families
CUST0000041637,Mid Market,Young Adults
CUST0000407911,Mid Market,Young Adults
CUST0000997572,Up Market,Other
CUST0000969621,Mid Market,Older Adults
CUST0000925106,Mid Market,Other
CUST0000680051,Less Affluent,Pensioners
CUST0000437337,Mid Market,Young Adults
CUST0000692661,Less Affluent,Young Families
CUST0000726543,Up Market,Other
CUST0000713060,Less Affluent,Other
CUST0000299182,Mid Market,Other
CUST0000767244,Mid Market,Other
CUST0000258532,Mid Market,Other
CUST0000170376,Mid Market,Other
CUST0000564620,Up Market,Older Adults
CUST0000801895,Up Market,Pensioners
CUST0000585638,Up Market,Young Adults
CUST0000642242,Mid Market,
CUST0000350221,Mid Market,Young Families
CUST0000493248,Up Market,Other
CUST0000114775,Up Market,Other
CUST0000168651,Up Market,Older Adults
CUST0000874064,Less Affluent,Young Adults
CUST0000085180,Less Affluent,Young Families
CUST0000624683,Up Market,Other
CUST0000926427,Mid Market,Other
CUST0000817002,Up Market,Other
CUST0000682212,Up Market,Other
CUST0000727182,Up Market,Other
CUST0000044856,Less Affluent,Older Adults
CUST0000697356,Mid Market,Other
CUST0000848953,Up Market,Pensioners
CUST0000691334,Mid Market,Young Families
CUST0000465685,Mid Market,Pensioners
CUST0000219699,Up Market,Other
CUST0000867599,Mid Market,
CUST0000249526,Mid Market,Older Adults
CUST0000725480,Less Affluent,Older Families
CUST0000807441,Mid Market,Young Adults
CUST0000185094,Mid Market,Older Adults
CUST0000672665,Up Market,Other
CUST0000936104,Less Affluent,Young Families
CUST0000259129,Mid Market,Pensioners
CUST0000219153,Mid Market,Pensioners
CUST0000391145,Mid Market,Young Families
CUST0000204102,Mid Market,Other
CUST0000370974,Mid Market,
CUST0000438964,Up Market,Other
CUST0000682462,Less Affluent,Young Families
CUST0000379903,Less Affluent,Pensioners
CUST0000477841,Mid Market,Other
CUST0000571697,Up Market,Other
CUST0000203059,Mid Market,Pensioners
CUST0000327595,Mid Market,Young Adults
CUST0000688867,Mid Market,Young Adults
CUST0000455765,Less Affluent,Other
CUST0000173361,Up Market,Young Adults
CUST0000667692,Less Affluent,Young Families
CUST0000453681,Mid Market,Other
CUST0000532004,Mid Market,Young Families
CUST0000552556,Up Market,Other
CUST0000805188,Up Market,
CUST0000762902,unclassified,Older Adults
CUST0000737373,Mid Market,Other
CUST0000092674,Mid Market,Young Adults
CUST0000629569,Up Market,Young Adults
CUST0000259498,Less Affluent,Young Adults
CUST0000341255,Up Market,Young Families
CUST0000689293,Up Market,Other
CUST0000640069,Mid Market,Other
CUST0000822356,Up Market,Young Families
CUST0000741224,Less Affluent,
CUST0000715676,Less Affluent,Young Adults
CUST0000199914,Mid Market,Other
CUST0000358011,Less Affluent,Other
CUST0000110508,Less Affluent,
CUST0000647649,Less Affluent,Other
CUST0000578260,Mid Market,Pensioners
CUST0000656926,Mid Market,Young Families
CUST0000932152,Mid Market,
CUST0000265073,Mid Market,Older Adults
CUST0000557718,Up Market,Other
CUST0000777452,Mid Market,
CUST0000509290,Up Market,Pensioners
CUST0000773381,Mid Market,Other
CUST0000877805,Up Market,Other
CUST0000760937,Less Affluent,
CUST0000138450,Up Market,Other
CUST0000985379,Mid Market,Older Adults
CUST0000616695,Less Affluent,
CUST0000068170,Up Market,Older Adults
CUST0000100629,Mid Market,Young Families
CUST0000642605,Up Market,Older Adults
CUST0000039202,Less Affluent,Other
CUST0000560001,Mid Market,Other
CUST0000569214,Mid Market,Young Adults
CUST0000710499,Mid Market,Young Adults
CUST0000331413,Mid Market,Young Families
CUST0000504706,Up Market,Young Adults
CUST0000097732,Mid Market,Older Families
CUST0000208677,Less Affluent,Young Adults
CUST0000479335,Less Affluent,
CUST0000186979,Mid Market,Other
CUST0000760436,Up Market,Pensioners
CUST0000670504,Less Affluent,Older Adults
CUST0000629704,Less Affluent,Young Families
CUST0000556668,Mid Market,Other
CUST0000930519,Less Affluent,
CUST0000507089,Mid Market,Older Families
CUST0000552912,Mid Market,Young Adults
CUST0000489477,Mid Market,Older Adults
CUST0000371566,Up Market,Other
CUST0000446893,Mid Market,Young Adults
CUST0000922993,Mid Market,
CUST0000292042,Mid Market,Other
CUST0000941365,Mid Market,
CUST0000048950,unclassified,Other
CUST0000476309,Mid Market,Older Families
CUST0000475113,Up Market,Other
CUST0000913892,Less Affluent,Other
CUST0000808639,Up Market,Other
CUST0000690721,Less Affluent,Young Families
CUST0000143770,Less Affluent,Other
CUST0000694366,Mid Market,Young Families
CUST0000348557,Mid Market,Young Families
CUST0000811661,Up Market,Young Families
CUST0000998907,Up Market,Young Families
CUST0000526114,Less Affluent,
CUST0000103653,Up Market,Young Families
CUST0000411204,Mid Market,Other
CUST0000994456,Less Affluent,Other
CUST0000132213,Up Market,Pensioners
CUST0000883929,Up Market,Other
CUST0000475599,Up Market,Older Families
CUST0000960281,Mid Market,
CUST0000431015,Less Affluent,Other
CUST0000537147,Mid Market,Older Adults
CUST0000278741,Less Affluent,Other
CUST0000775922,Up Market,Older Adults
CUST0000447348,Mid Market,Young Adults
CUST0000904408,Mid Market,Older Adults
CUST0000177911,Mid Market,Older Adults
